en,fr,it,de,es,ko,kana,pt
Mega Gloves,Méga-Gants,Megaguanti,Mega-Handschuhe,Megaguantes,메가글러브,メガグローブ,Mega Gloves
Mach Bikes,Vélos de Course,Bici da corsa,Eilräder,Bicis de Carreras,마하자전거,マッハじてんしゃ,Mach Bikes
Acro Bikes,Vélos Cross,Bici da cross,Kunsträder,Bicis Acrobáticas,더트자전거,ダートじてんしゃ,Acro Bikes
Wailmer Pails,Wailmerrosoirs,Vasi Wailmer,Wailmerkannen,Wailmegaderas,고래왕자물뿌리개,ホエルコじょうろ,Wailmer Pails
Devon Parts,Packs Devon,Merce Devon,Devon-Waren,Piezas Devon,데봉화물,デボンのにもつ,Devon Parts
Soot Sacks,Sacs à Suie,Sacchi cenere,Aschetaschen,Sacos Hollín,재주머니,はいぶくろ,Soot Sacks
Basement Keys,Clés Sous-Sol,Chiavi sotterr.,Kelleröffner,Llaves del Sótano,지하열쇠,ちかのカギ,Basement Keys
Pokéblock Kits,Kits Pokébloc,Kit Pokémelle,Pokériegel-Sets,Kits de Pokécubos,포켓몬스넥키트,ポロックキット,Pokéblock Kits
Letters,Lettres à Pierre,Lettere,Briefe an Troy,Cartas a Máximo,성호에게줄편지,ダイゴへのてがみ,Letters
Eon Tickets,Passes Éon,Biglietti Eone,Äon-Tickets,Tickets Eón,무한티켓,むげんのチケット,Eon Tickets
Scanners,Scanners,Scanner,Scanner,Escáneres,탐지기,たんちき,Scanners
Go-Goggles,Lunettes Sable,Occhialoni,Wüstenbrillen,Gafas Aislantes,고고고글,ゴーゴーゴーグル,Go-Goggles
Meteorites,Météorites,Meteoriti,Meteoriten,Meteoritos,운석,いんせき,Meteorites
Keys to Room 1,Clés Salle 1,Chiavi stanza 1,R1-Schlüssel,Ll. Habitación 1,1호실열쇠,１ごうしつのカギ,Keys to Room 1
Keys to Room 2,Clés Salle 2,Chiavi stanza 2,R2-Schlüssel,Ll. Habitación 2,2호실열쇠,２ごうしつのカギ,Keys to Room 2
Keys to Room 4,Clés Salle 4,Chiavi stanza 4,R4-Schlüssel,Ll. Habitación 4,4호실열쇠,４ごうしつのカギ,Keys to Room 4
Keys to Room 6,Clés Salle 6,Chiavi stanza 6,R6-Schlüssel,Ll. Habitación 6,6호실열쇠,６ごうしつのカギ,Keys to Room 6
Storage Keys,Clés Stockage,Chiavi magazzino,Lagerschlüssel,Llaves Almacén,창고열쇠,そうこのカギ,Storage Keys
Devon Scopes,Devon Scopes,Devonscopi,Devon-Scopes,Detectores Devon,데봉스코프,デボンスコープ,Devon Scopes
S.S. Tickets,Passes Bateau,Biglietti nave,Bootstickets,Tickets Barco,승선티켓,ふねのチケット,S.S. Tickets
HM07s,CS07,MN07,VM07,MO07,비전머신07,ひでんマシン０７,HM07s
Devon Scuba Gear,Plongeurs Devon,Maschere Devon,Devon-Atemgeräte,Bombonas Devon,데봉봄베,デボンボンベ,Devon Scuba Gear
Contest Costumes,Costumes Live,Costumi Live,Live-Anzüge,Trajes de Gala,라이브슈트,ライブスーツ,Contest Costumes
Contest Costumes,Robes Live,Vestiti Live,Live-Kleider,Vestidos de Gala,라이브드레스,ライブドレス,Contest Costumes
Magma Suits,Scaph. Magma,Tute Magma,Magma-Anzüge,Trajes Magma,마그마슈트,マグマスーツ,Magma Suits
Aqua Suits,Scaphandres Aqua,Tute Idro,Aqua-Anzüge,Trajes Aqua,아쿠아슈트,アクアスーツ,Aqua Suits
Pair of Tickets,Tickets Duo,Biglietti doppi,Zweiertickets,Entradas para dos,페어티켓,ペアチケット,Pair of Tickets
Mega Bracelets,Méga-Bracelets,Megabracciali,Mega-Armreife,Megapulseras,메가뱅글,メガバングル,Mega Bracelets
Mega Pendants,Méga-Pendentifs,Megapendenti,Mega-Anhänger,Megacollares,메가펜던트,メガペンダント,Mega Pendants
Mega Glasses,Méga-Lunettes,Megaocchiali,Mega-Brillen,Megagafas,메가글라스,メガメガネ,Mega Glasses
Mega Anchors,Méga-Ancres,Megaancore,Mega-Anker,Megaanclas,메가앵커,メガイカリ,Mega Anchors
Mega Stickpins,Méga-Pin’s,Megaspille,Mega-Anstecker,Megabroches,메가라펠핀,メガラペルピン,Mega Stickpins
Mega Tiaras,Méga-Tiares,Megadiademi,Mega-Diademe,Megatiaras,메가티아러,メガティアラ,Mega Tiaras
Mega Anklets,Méga-Grèves,Megagambali,Mega-Beinreife,Megatobilleras,메가앵클릿,メガアンクレット,Mega Anklets
Meteorites,Météorites,Meteoriti,Meteoriten,Meteoritos,운석,いんせき,Meteorites
Swampertites,Laggronites,Swampertiti,Sumpexnite,Swampertitas,대짱이나이트,ラグラージナイト,Swampertites
Sceptilites,Jungkites,Sceptiliti,Gewaldronite,Sceptilitas,나무킹나이트,ジュカインナイト,Sceptilites
Sablenites,Ténéfixites,Sableyiti,Zobirisnite,Sableynitas,깜까미나이트,ヤミラミナイト,Sablenites
Altarianites,Altarites,Altariti,Altarianite,Altarianitas,파비코리나이트,チルタリスナイト,Altarianites
Galladites,Gallamites,Galladiti,Galagladinite,Galladitas,엘레이드나이트,エルレイドナイト,Galladites
Audinites,Nanméouïtes,Audiniti,Ohrdochnite,Audinitas,다부니나이트,タブンネナイト,Audinites
Metagrossites,Métalossites,Metagrossiti,Metagrossnite,Metagrossitas,메타그로스나이트,メタグロスナイト,Metagrossites
Sharpedonites,Sharpedites,Sharpediti,Tohaidonite,Sharpedonitas,샤크니아나이트,サメハダナイト,Sharpedonites
Slowbronites,Flagadossites,Slowbroiti,Lahmusnite,Slowbronitas,야도란나이트,ヤドランナイト,Slowbronites
Steelixites,Steelixites,Steelixiti,Stahlosnite,Steelixitas,강철톤나이트,ハガネールナイト,Steelixites
Pidgeotites,Roucarnagites,Pidgeotiti,Taubossnite,Pidgeotitas,피죤투나이트,ピジョットナイト,Pidgeotites
Glalitites,Oniglalites,Glaliti,Firnontornite,Glalitas,얼음귀신나이트,オニゴーリナイト,Glalitites
Diancites,Diancites,Dianciti,Diancienite,Diancitas,디안시나이트,ディアンシナイト,Diancites
Prison Bottles,Vases Scellés,Vasi del vincolo,Banngefäße,Vasijas Castigo,굴레의항아리,いましめのツボ,Prison Bottles
Mega Cuffs,Méga-Manchettes,Megapolsiere,Mega-Armbänder,Megabrazaletes,메가블레스,メガブレス,Mega Cuffs
Cameruptites,Caméruptites,Cameruptiti,Cameruptnite,Cameruptitas,폭타나이트,バクーダナイト,Cameruptites
Lopunnites,Lockpinites,Lopunniti,Schlapornite,Lopunnitas,이어롭나이트,ミミロップナイト,Lopunnites
Salamencites,Drattakites,Salamenciti,Brutalandanite,Salamencitas,보만다나이트,ボーマンダナイト,Salamencites
Beedrillites,Dardargnites,Beedrilliti,Bibornite,Beedrillitas,독침붕나이트,スピアナイト,Beedrillites
Meteorites,Météorites,Meteoriti,Meteoriten,Meteoritos,운석,いんせき,Meteorites
Meteorites,Météorites,Meteoriti,Meteoriten,Meteoritos,운석,いんせき,Meteorites
Key Stones,Gemmes Sésame,Pietrechiave,Schlüssel-Steine,Piedras Activadoras,키스톤,キーストーン,Key Stones
Meteorite Shards,Éclats Météorite,Framm. meteorite,Meteoritenstücke,Fragmentos Meteorito,운석조각,いんせきのかけら,Meteorite Shards
Eon Flutes,Flûtes Éon,Flauti Eone,Äon-Flöten,Flautas Eón,무한의피리,むげんのふえ,Eon Flutes
Normalium Zs,Normazélites,Normium Z,Normium Z,Normastales Z,노말Z,ノーマルＺ,Normalium Zs
Firium Zs,Pyrozélites,Pirium Z,Pyrium Z,Pirostales Z,불꽃Z,ホノオＺ,Firium Zs
Waterium Zs,Aquazélites,Idrium Z,Aquium Z,Hidrostales Z,물Z,ミズＺ,Waterium Zs
Electrium Zs,Voltazélites,Electrium Z,Voltium Z,Electrostales Z,전기Z,デンキＺ,Electrium Zs
Grassium Zs,Florazélites,Herbium Z,Botanium Z,Fitostales Z,풀Z,クサＺ,Grassium Zs
Icium Zs,Cryozélites,Glacium Z,Glacium Z,Criostales Z,얼음Z,コオリＺ,Icium Zs
Fightinium Zs,Combazélites,Luctium Z,Battalium Z,Lizastales Z,격투Z,カクトウＺ,Fightinium Zs
Poisonium Zs,Toxizélites,Venenium Z,Toxium Z,Toxistales Z,독Z,ドクＺ,Poisonium Zs
Groundium Zs,Terrazélites,Terrium Z,Terrium Z,Geostales Z,땅Z,ジメンＺ,Groundium Zs
Flyinium Zs,Aérozélites,Volantium Z,Aerium Z,Aerostales Z,비행Z,ヒコウＺ,Flyinium Zs
Psychium Zs,Psychézélites,Psichium Z,Psium Z,Psicostales Z,에스퍼Z,エスパーＺ,Psychium Zs
Buginium Zs,Insectozélites,Insectium Z,Insectium Z,Insectostales Z,벌레Z,ムシＺ,Buginium Zs
Rockium Zs,Rocazélites,Petrium Z,Petrium Z,Litostales Z,바위Z,イワＺ,Rockium Zs
Ghostium Zs,Spectrozélites,Spectrium Z,Phantomium Z,Espectrostales Z,고스트Z,ゴーストＺ,Ghostium Zs
Dragonium Zs,Dracozélites,Draconium Z,Dracium Z,Dracostales Z,드래곤Z,ドラゴンＺ,Dragonium Zs
Darkinium Zs,Ténébrozélites,Obscurium Z,Noctium Z,Nictostales Z,악Z,アクＺ,Darkinium Zs
Steelium Zs,Métallozélites,Metallium Z,Metallium Z,Metalostales Z,강철Z,ハガネＺ,Steelium Zs
Fairium Zs,Nymphézélites,Follectium Z,Sylphium Z,Feeristales Z,페어리Z,フェアリーＺ,Fairium Zs
Pikanium Zs,Pikazélites,Pikacium Z,Pikachium Z,Pikastales Z,피카츄Z,ピカチュウＺ,Pikanium Zs
Bottle Caps,Capsules d’Argent,Tappi d’argento,Silberkronkorken,Chapas Plateadas,은왕관,ぎんのおうかん,Bottle Caps
Gold Bottle Caps,Capsules d’Or,Tappi d’oro,Goldkronkorken,Chapas Doradas,금왕관,きんのおうかん,Gold Bottle Caps
Z-Rings,Bracelets Z,Cerchi Z,Z-Ringe,Pulseras Z,Z링,Ｚリング,Z-Rings
Decidium Zs,Archézélites,Deciduenium Z,Silvarronium Z,Dueyestales Z,모크나이퍼Z,ジュナイパーＺ,Decidium Zs
Incinium Zs,Félinozélites,Incineronium Z,Fuegronium Z,Incinostales Z,어흥염Z,ガオガエンＺ,Incinium Zs
Primarium Zs,Oratozélites,Primarinium Z,Primarenium Z,Primastales Z,누리레느Z,アシレーヌＺ,Primarium Zs
Tapunium Zs,Tokozélites,Tapium Z,Kapium Z,Tapistales Z,카푸Z,カプＺ,Tapunium Zs
Marshadium Zs,Marshadozélites,Marshadium Z,Marshadownium Z,Marshastales Z,마샤도Z,マーシャドーＺ,Marshadium Zs
Aloraichium Zs,Aloraïzélites,Aloraicium Z,A-Raichunium Z,Alo-Raistales Z,알로라이Z,アロライＺ,Aloraichium Zs
Snorlium Zs,Ronflézélites,Snorlactium Z,Relaxonium Z,Snorlastales Z,잠만보Z,カビゴンＺ,Snorlium Zs
Eevium Zs,Évolizélites,Eevium Z,Evolium Z,Eeveestales Z,이브이Z,イーブイＺ,Eevium Zs
Mewnium Zs,Mewzélites,Mewnium Z,Mewnium Z,Mewstales Z,뮤Z,ミュウＺ,Mewnium Zs
Normalium Zs,Normazélites,Normium Z,Normium Z,Normastales Z,노말Z,ノーマルＺ,Normalium Zs
Firium Zs,Pyrozélites,Pirium Z,Pyrium Z,Pirostales Z,불꽃Z,ホノオＺ,Firium Zs
Waterium Zs,Aquazélites,Idrium Z,Aquium Z,Hidrostales Z,물Z,ミズＺ,Waterium Zs
Electrium Zs,Voltazélites,Electrium Z,Voltium Z,Electrostales Z,전기Z,デンキＺ,Electrium Zs
Grassium Zs,Florazélites,Herbium Z,Botanium Z,Fitostales Z,풀Z,クサＺ,Grassium Zs
Icium Zs,Cryozélites,Glacium Z,Glacium Z,Criostales Z,얼음Z,コオリＺ,Icium Zs
Fightinium Zs,Combazélites,Luctium Z,Battalium Z,Lizastales Z,격투Z,カクトウＺ,Fightinium Zs
Poisonium Zs,Toxizélites,Venenium Z,Toxium Z,Toxistales Z,독Z,ドクＺ,Poisonium Zs
Groundium Zs,Terrazélites,Terrium Z,Terrium Z,Geostales Z,땅Z,ジメンＺ,Groundium Zs
Flyinium Zs,Aérozélites,Volantium Z,Aerium Z,Aerostales Z,비행Z,ヒコウＺ,Flyinium Zs
Psychium Zs,Psychézélites,Psichium Z,Psium Z,Psicostales Z,에스퍼Z,エスパーＺ,Psychium Zs
Buginium Zs,Insectozélites,Insectium Z,Insectium Z,Insectostales Z,벌레Z,ムシＺ,Buginium Zs
Rockium Zs,Rocazélites,Petrium Z,Petrium Z,Litostales Z,바위Z,イワＺ,Rockium Zs
Ghostium Zs,Spectrozélites,Spectrium Z,Phantomium Z,Espectrostales Z,고스트Z,ゴーストＺ,Ghostium Zs
Dragonium Zs,Dracozélites,Draconium Z,Dracium Z,Dracostales Z,드래곤Z,ドラゴンＺ,Dragonium Zs
Darkinium Zs,Ténébrozélites,Obscurium Z,Noctium Z,Nictostales Z,악Z,アクＺ,Darkinium Zs
Steelium Zs,Métallozélites,Metallium Z,Metallium Z,Metalostales Z,강철Z,ハガネＺ,Steelium Zs
Fairium Zs,Nymphézélites,Follectium Z,Sylphium Z,Feeristales Z,페어리Z,フェアリーＺ,Fairium Zs
Pikanium Zs,Pikazélites,Pikacium Z,Pikachium Z,Pikastales Z,피카츄Z,ピカチュウＺ,Pikanium Zs
Decidium Zs,Archézélites,Deciduenium Z,Silvarronium Z,Dueyestales Z,모크나이퍼Z,ジュナイパーＺ,Decidium Zs
Incinium Zs,Félinozélites,Incineronium Z,Fuegronium Z,Incinostales Z,어흥염Z,ガオガエンＺ,Incinium Zs
Primarium Zs,Oratozélites,Primarinium Z,Primarenium Z,Primastales Z,누리레느Z,アシレーヌＺ,Primarium Zs
Tapunium Zs,Tokozélites,Tapium Z,Kapium Z,Tapistales Z,카푸Z,カプＺ,Tapunium Zs
Marshadium Zs,Marshadozélites,Marshadium Z,Marshadownium Z,Marshastales Z,마샤도Z,マーシャドーＺ,Marshadium Zs
Aloraichium Zs,Aloraïzélites,Aloraicium Z,A-Raichunium Z,Alo-Raistales Z,알로라이Z,アロライＺ,Aloraichium Zs
Snorlium Zs,Ronflézélites,Snorlactium Z,Relaxonium Z,Snorlastales Z,잠만보Z,カビゴンＺ,Snorlium Zs
Eevium Zs,Évolizélites,Eevium Z,Evolium Z,Eeveestales Z,이브이Z,イーブイＺ,Eevium Zs
Mewnium Zs,Mewzélites,Mewnium Z,Mewnium Z,Mewstales Z,뮤Z,ミュウＺ,Mewnium Zs
Pikashunium Zs,Pikachazélites,Ashpikacium Z,Ash-Pikachium Z,Ash-Pikastales Z,지우피카Z,サトピカＺ,Pikashunium Zs
Pikashunium Zs,Pikachazélites,Ashpikacium Z,Ash-Pikachium Z,Ash-Pikastales Z,지우피카Z,サトピカＺ,Pikashunium Zs
???,???,???,???,(?),???,？？？,???
???,???,???,???,(?),???,？？？,???
???,???,???,???,(?),???,？？？,???
???,???,???,???,(?),???,？？？,???
Forage Bags,Sacs Ingrédients,Portaingredienti,Zutatenbeutel,Zurrones,재료주머니,ざいりょうぶくろ,Forage Bags
Fishing Rods,Cannes à Pêche,Ami,Angeln,Cañas,낚싯대,つりざお,Fishing Rods
Professor’s Masks,Masques du Prof,Maschere Prof.,Masken des Profs,Máscaras Profesor,박사의복면,はかせのふくめん,Professor’s Masks
Festival Tickets,Festickets,Festicket,Festival-Tickets,Festicupones,페스티켓,フェスチケット,Festival Tickets
Sparkling Stones,Gemmes Lumière,Pietre lucenti,Glitzersteine,Piedras Brillantes,빛나는돌,かがやくいし,Sparkling Stones
Adrenaline Orbs,Orbes Frousse,Fifasfere,Zitterorbs,Nerviosferas,주눅구슬,ビビリだま,Adrenaline Orbs
Zygarde Cubes,Boîtes Zygarde,Teche Zygarde,Zygarde-Würfel,Arcas de Zygarde,지가르데큐브,ジガルデキューブ,Zygarde Cubes
???,???,???,???,(?),???,？？？,???
Ice Stones,Pierres Glace,Pietregelo,Eissteine,Piedras Hielo,얼음의돌,こおりのいし,Ice Stones
Ride Pagers,Appel-Montures,Chiamapassaggi,PokéMobil-Funk,Buscamonturas,라이드기어,ライドギア,Ride Pagers
Beast Balls,Ultra Balls,UC Ball,Ultrabälle,Ente Balls,울트라볼,ウルトラボール,Beast Balls
Big Malasadas,Malasadas Maxi,Malasada maxi,Maxi-Malasadas,Malasadas Maxi,큰 말라사다,おおきいマラサダ,Big Malasadas
Red Nectars,Nectars Rouges,Nettare rosso,Rote Nektare,Néctares Rojos,다홍꿀,くれないのミツ,Red Nectars
Yellow Nectars,Nectars Jaunes,Nettare giallo,Gelbe Nektare,Néctares Amarillos,진노랑꿀,やまぶきのミツ,Yellow Nectars
Pink Nectars,Nectars Roses,Nettare rosa,Rosa Nektare,Néctares Rosas,연분홍꿀,うすもものミツ,Pink Nectars
Purple Nectars,Nectars Mauves,Nettare viola,Purpurne Nektare,Néctares Violetas,보라꿀,むらさきのミツ,Purple Nectars
Sun Flutes,Flûtes du Soleil,Flauti solari,Sonnenflöten,Flautas Solares,태양의피리,たいようのふえ,Sun Flutes
Moon Flutes,Flûtes de la Lune,Flauti lunari,Mondflöten,Flautas Lunares,달의피리,つきのふえ,Moon Flutes
???,???,???,???,(?),???,？？？,???
Enigmatic Cards,Messages Mystère,Lettere segrete,Seltsame Karten,Notas Intrigantes,괴상한카드,あやしいカード,Enigmatic Cards
Silver Razz Berries,Baies Framby argentées,Baccalampon argentate,Silberne Himmihbeeren,Bayas Frambu Plateadas,은 라즈열매,ぎんのズリのみ,Silver Razz Berries
Golden Razz Berries,Baies Framby dorées,Baccalampon dorate,Goldene Himmihbeeren,Bayas Frambu Doradas,황금 라즈열매,きんのズリのみ,Golden Razz Berries
Silver Nanab Berries,Baies Nanab argentées,Baccabana argentate,Silberne Nanabbeeren,Bayas Latano Plateadas,은 나나열매,ぎんのナナのみ,Silver Nanab Berries
Golden Nanab Berries,Baies Nanab dorées,Baccabana dorate,Goldene Nanabbeeren,Bayas Latano Doradas,황금 나나열매,きんのナナのみ,Golden Nanab Berries
Silver Pinap Berries,Baies Nanana argentées,Baccananas argentate,Silberne Sananabeeren,Bayas Pinia Plateadas,은 파인열매,ぎんのパイルのみ,Silver Pinap Berries
Golden Pinap Berries,Baies Nanana dorées,Baccananas dorate,Goldene Sananabeeren,Bayas Pinia Doradas,황금 파인열매,きんのパイルのみ,Golden Pinap Berries
???,???,???,???,(?),???,？？？,???
???,???,???,???,(?),???,？？？,???
???,???,???,???,(?),???,？？？,???
???,???,???,???,(?),???,？？？,???
???,???,???,???,(?),???,？？？,???
Secret Keys,Clés Secrètes,Chiavi segrete,Geheimschlüssel,Llaves Secretas,비밀의열쇠,ひみつのカギ,Secret Keys
S.S. Tickets,Passes Bateau,Biglietti nave,Bootstickets,Tickets del Barco,승선티켓,ふねのチケット,S.S. Tickets
Silph Scopes,Scopes Sylphe,Spettrosonde,Silph Scopes,Visores Silph,실프스코프,シルフスコープ,Silph Scopes
Parcels,Colis,Pacchi,Pakete,Paquetes,전해줄물건,おとどけもの,Parcels
Card Keys,Cartes Magnétiques,Apriporta,Schlüsselkarten,Llaves Magnéticas,카드키,カードキー,Card Keys
Gold Teeth,Dentiers en Or,Denti d’oro,Goldene Gebisse,Dentaduras de Oro,금틀니,きんのいれば,Gold Teeth
Lift Keys,Clés Ascenseur,Chiavi ascensore,Aufzugsschlüssel,Llaves Ascensor,엘리베이터열쇠,エレベータのカギ,Lift Keys
Terrain Extenders,Champ’Duits,Fissacampo,Feldbeschichtungen,Cubresuelos,그라운드코트,グランドコート,Terrain Extenders
Protective Pads,Pare-Effets,Smorzaurti,Schutzpolster,Paracontactos,방호패드,ぼうごパット,Protective Pads
Electric Seeds,Graines Électrik,Elettrosemi,Elektro-Samen,Semillas Electro,일렉트릭시드,エレキシード,Electric Seeds
Psychic Seeds,Graines Psychiques,Psicosemi,Psycho-Samen,Semillas Psique,사이코시드,サイコシード,Psychic Seeds
Misty Seeds,Graines Brume,Nebbiasemi,Nebel-Samen,Semillas Bruma,미스트시드,ミストシード,Misty Seeds
Grassy Seeds,Graines Herbe,Erbasemi,Gras-Samen,Semillas Hierba,그래스시드,グラスシード,Grassy Seeds
Stretchy Springs,Ressorts Détendus,Molle elastiche,Spiralfedern,Muelles Estirados,늘어난용수철,のびたバネ,Stretchy Springs
Chalky Stones,Craies,Gessetti,Kreidesteine,Tizas,초크돌,チョークいし,Chalky Stones
Marbles,Billes,Biglie,Glasmurmeln,Canicas,유리구슬,ビーだま,Marbles
Lone Earrings,Boucles d’Oreille,Orecchini,Ohrringe,Pendientes,한쪽귀고리,かたっぽピアス,Lone Earrings
Beach Glass,Galets de Verre,Vetri marini,Strandscherben,Cristales Marinos,바닷가유리,うみべのガラス,Beach Glass
Gold Leaves,Feuilles Dorées,Fogliadoro,Goldblätter,Hojas de Oro,금빛잎사귀,きんのはっぱ,Gold Leaves
Silver Leaves,Feuilles Argentées,Fogliargento,Silberblätter,Hojas de Plata,은빛잎사귀,ぎんのはっぱ,Silver Leaves
Polished Mud Balls,Boulettes de Boue,Palline di fango,Glanzkugeln,Bolas de Arcilla,반짝반짝경단,ピカピカだんご,Polished Mud Balls
Tropical Shells,Coquilles du Sud,Tropiconchiglie,Tropenmuscheln,Conchas Tropicales,트로피컬조개껍질,なんごくかいがら,Tropical Shells
Leaf Letters,Lettres Végétales,Foglialettere,Blattbriefe,Hojas Escritas,나뭇잎편지,このはのおてがみ,Leaf Letters
Leaf Letters,Lettres Végétales,Foglialettere,Blattbriefe,Hojas Escritas,나뭇잎편지,このはのおてがみ,Leaf Letters
Small Bouquets,Petits Bouquets,Bouquet,Ministräuße,Ramos Pequeños,작은꽃다발,ちいさなはなたば,Small Bouquets
???,???,???,???,(?),???,？？？,???
???,???,???,???,(?),???,？？？,???
???,???,???,???,(?),???,？？？,???
Lures,Parfums,Profumi invito,Lockparfüme,Colonias,벌레유인코롱,むしよせコロン,Lures
Super Lures,Super Parfums,Superprofumi,Super-Lockparfüme,Supercolonias,실버코롱,シルバーコロン,Super Lures
Max Lures,Parfums Max,Profumi Max,Top-Lockparfüme,Colonias Máximas,골드코롱,ゴールドコロン,Max Lures
Pewter Crunchies,Crok’Argenta,Plumbeosalatini,Marmoria-Kräcker,Rokikos,회색강정,ニビあられ,Pewter Crunchies
Fighting Memories,ROM Combat,ROM Lotta,Kampf-Discs,Discos Lucha,파이팅메모리,ファイトメモリ,Fighting Memories
Flying Memories,ROM Vol,ROM Volante,Flug-Discs,Discos Volador,플라잉메모리,フライングメモリ,Flying Memories
Poison Memories,ROM Poison,ROM Veleno,Gift-Discs,Discos Veneno,포이즌메모리,ポイズンメモリ,Poison Memories
Ground Memories,ROM Sol,ROM Terra,Boden-Discs,Discos Tierra,그라운드메모리,グラウンドメモリ,Ground Memories
Rock Memories,ROM Roche,ROM Roccia,Gesteins-Discs,Discos Roca,락메모리,ロックメモリ,Rock Memories
Bug Memories,ROM Insecte,ROM Coleottero,Käfer-Discs,Discos Bicho,버그메모리,バグメモリ,Bug Memories
Ghost Memories,ROM Spectre,ROM Spettro,Geister-Discs,Discos Fantasma,고스트메모리,ゴーストメモリ,Ghost Memories
Steel Memories,ROM Acier,ROM Acciaio,Stahl-Discs,Discos Acero,스틸메모리,スチールメモリ,Steel Memories
Fire Memories,ROM Feu,ROM Fuoco,Feuer-Discs,Discos Fuego,파이어메모리,ファイヤーメモリ,Fire Memories
Water Memories,ROM Eau,ROM Acqua,Wasser-Discs,Discos Agua,워터메모리,ウオーターメモリ,Water Memories
Grass Memories,ROM Plante,ROM Erba,Pflanzen-Discs,Discos Planta,그래스메모리,グラスメモリ,Grass Memories
Electric Memories,ROM Électrik,ROM Elettro,Elektro-Discs,Discos Eléctrico,일렉트릭메모리,エレクトロメモリ,Electric Memories
Psychic Memories,ROM Psy,ROM Psico,Psycho-Discs,Discos Psíquico,사이킥메모리,サイキックメモリ,Psychic Memories
Ice Memories,ROM Glace,ROM Ghiaccio,Eis-Discs,Discos Hielo,아이스메모리,アイスメモリ,Ice Memories
Dragon Memories,ROM Dragon,ROM Drago,Drachen-Discs,Discos Dragón,드래곤메모리,ドラゴンメモリ,Dragon Memories
Dark Memories,ROM Ténèbres,ROM Buio,Unlicht-Discs,Discos Siniestro,다크메모리,ダークメモリ,Dark Memories
Fairy Memories,ROM Fée,ROM Folletto,Feen-Discs,Discos Hada,페어리메모리,フェアリーメモリ,Fairy Memories
Solganium Zs,Solgazélites,Solgaleium Z,Solgalium Z,Solgaleostales Z,솔가레오Z,ソルガレオＺ,Solganium Zs
Lunalium Zs,Lunazélites,Lunalium Z,Lunalium Z,Lunalastales Z,루나아라Z,ルナアーラＺ,Lunalium Zs
Ultranecrozium Zs,Ultranécrozélites,Ultranecrozium Z,Ultranecronium Z,Ultranecrostales Z,울트라네크로Z,ウルトラネクロＺ,Ultranecrozium Zs
Mimikium Zs,Mimiquizélites,Mimikyum Z,Mimigmium Z,Mimikyustales Z,따라큐Z,ミミッキュＺ,Mimikium Zs
Lycanium Zs,Lougarozélites,Lycanrochium Z,Wolwerockium Z,Lycanrostales Z,루가루암Z,ルガルガンＺ,Lycanium Zs
Kommonium Zs,Ékaïzélites,Kommonium Z,Grandirasium Z,Kommostales Z,짜랑고우거Z,ジャラランガＺ,Kommonium Zs
Solganium Zs,Solgazélites,Solgaleium Z,Solgalium Z,Solgaleostales Z,솔가레오Z,ソルガレオＺ,Solganium Zs
Lunalium Zs,Lunazélites,Lunalium Z,Lunalium Z,Lunalastales Z,루나아라Z,ルナアーラＺ,Lunalium Zs
Ultranecrozium Zs,Ultranécrozélites,Ultranecrozium Z,Ultranecronium Z,Ultranecrostales Z,울트라네크로Z,ウルトラネクロＺ,Ultranecrozium Zs
Mimikium Zs,Mimiquizélites,Mimikyum Z,Mimigmium Z,Mimikyustales Z,따라큐Z,ミミッキュＺ,Mimikium Zs
Lycanium Zs,Lougarozélites,Lycanrochium Z,Wolwerockium Z,Lycanrostales Z,루가루암Z,ルガルガンＺ,Lycanium Zs
Kommonium Zs,Ékaïzélites,Kommonium Z,Grandirasium Z,Kommostales Z,짜랑고우거Z,ジャラランガＺ,Kommonium Zs
Z-Power Rings,Super Bracelets Z,Supercerchi Z,Z-Kraftringe,Superpulseras Z,Z파워링,Ｚパワーリング,Z-Power Rings
Pink Petals,Pétales Roses,Petali rosa,Rosa Blätter,Pétalos Rosas,담홍꽃잎,ももいろはなびら,Pink Petals
Orange Petals,Pétales Orange,Petali arancioni,Orange Blätter,Pétalos Naranjas,주황꽃잎,だいだいはなびら,Orange Petals
Blue Petals,Pétales Bleus,Petali azzurri,Blaue Blätter,Pétalos Azules,파랑꽃잎,あおのはなびら,Blue Petals
Red Petals,Pétales Rouges,Petali rossi,Rote Blätter,Pétalos Rojos,빨강꽃잎,あかのはなびら,Red Petals
Green Petals,Pétales Verts,Petali verdi,Grüne Blätter,Pétalos Verdes,초록꽃잎,みどりのはなびら,Green Petals
Yellow Petals,Pétales Jaunes,Petali gialli,Gelbe Blätter,Pétalos Amarillos,노랑꽃잎,きいろのはなびら,Yellow Petals
Purple Petals,Pétales Violets,Petali violetti,Violette Blätter,Pétalos Violetas,보라꽃잎,むらさきはなびら,Purple Petals
Rainbow Flowers,Fleurs 7 Couleurs,Fiori arcobaleno,Regenbogenblüten,Flores Irisadas,무지개꽃,にじいろのはな,Rainbow Flowers
Surge Badges,Fulguro-Badges,Medaglie Tonanti,Gewitterorden,Medallas Fulgor,주황배지,だいだいバッジ,Surge Badges
N-Solarizers,Necrosols,Necrosolix,Necrosol,Necrosoles,네크로플러스솔,ネクロプラスソル,N-Solarizers
