en,fr,es,it
"""Les Dragons Éon sont composés de \c[2]Latias\c[0] et \c[2]Latios\c[0], deux âmes jumelles unies par le sang et un lien télépathique indestructible.\nlGardiens \nlsilencieux des cieux et des cœurs purs, ils veillent dans l’ombre sur les humains et les Pokémon dignes de leur confiance.","""Les Dragons Éon sont composés de \c[2]Latias\c[0] et \c[2]Latios\c[0], deux âmes jumelles unies par le sang et un lien télépathique indestructible.\nlGardiens \nlsilencieux des cieux et des cœurs purs, ils veillent dans l’ombre sur les humains et les Pokémon dignes de leur confiance.","""Les Dragons Éon sont composés de \c[2]Latias\c[0] et \c[2]Latios\c[0], deux âmes jumelles unies par le sang et un lien télépathique indestructible.\nlGardiens \nlsilencieux des cieux et des cœurs purs, ils veillent dans l’ombre sur les humains et les Pokémon dignes de leur confiance.","""Les Dragons Éon sont composés de \c[2]Latias\c[0] et \c[2]Latios\c[0], deux âmes jumelles unies par le sang et un lien télépathique indestructible.\nlGardiens \nlsilencieux des cieux et des cœurs purs, ils veillent dans l’ombre sur les humains et les Pokémon dignes de leur confiance."
"\c[2]Latias\c[0], douce et empathique, ressent les émotions les plus profondes.\nlGrâce à son pouvoir d’illusion, elle se fond dans la lumière et disparaît aux yeux des \nlêtres hostiles.\nl\c[2]Latios\c[0], fier et protecteur, fend les cieux à la vitesse du son, n’hésitant jamais à se dresser face au danger pour défendre sa sœur et les \nlinnocents.","\c[2]Latias\c[0], douce et empathique, ressent les émotions les plus profondes.\nlGrâce à son pouvoir d’illusion, elle se fond dans la lumière et disparaît aux yeux des \nlêtres hostiles.\nl\c[2]Latios\c[0], fier et protecteur, fend les cieux à la vitesse du son, n’hésitant jamais à se dresser face au danger pour défendre sa sœur et les \nlinnocents.","\c[2]Latias\c[0], douce et empathique, ressent les émotions les plus profondes.\nlGrâce à son pouvoir d’illusion, elle se fond dans la lumière et disparaît aux yeux des \nlêtres hostiles.\nl\c[2]Latios\c[0], fier et protecteur, fend les cieux à la vitesse du son, n’hésitant jamais à se dresser face au danger pour défendre sa sœur et les \nlinnocents.","\c[2]Latias\c[0], douce et empathique, ressent les émotions les plus profondes.\nlGrâce à son pouvoir d’illusion, elle se fond dans la lumière et disparaît aux yeux des \nlêtres hostiles.\nl\c[2]Latios\c[0], fier et protecteur, fend les cieux à la vitesse du son, n’hésitant jamais à se dresser face au danger pour défendre sa sœur et les \nlinnocents."
"Rares sont ceux qui ont pu croiser leur regard, car leur apparition est à la fois présage et protection.\nlOn dit qu’ils ne se montrent que lorsque l’équilibre entre \nll’homme et la nature vacille, guidés par un instinct ancien et une loyauté sans faille.\nlCertains marins jurent avoir aperçu deux lueurs rouge et bleue dans les brumes \nldu Cap Mirage, là où le vent et la mer s’unissent à l’horizon…\nlOn raconte qu’en ce lieu, les Dragons Éon glissent entre les nuages, éternels messagers d’espoir et de \nlpaix.","Rares sont ceux qui ont pu croiser leur regard, car leur apparition est à la fois présage et protection.\nlOn dit qu’ils ne se montrent que lorsque l’équilibre entre \nll’homme et la nature vacille, guidés par un instinct ancien et une loyauté sans faille.\nlCertains marins jurent avoir aperçu deux lueurs rouge et bleue dans les brumes \nldu Cap Mirage, là où le vent et la mer s’unissent à l’horizon…\nlOn raconte qu’en ce lieu, les Dragons Éon glissent entre les nuages, éternels messagers d’espoir et de \nlpaix.","Rares sont ceux qui ont pu croiser leur regard, car leur apparition est à la fois présage et protection.\nlOn dit qu’ils ne se montrent que lorsque l’équilibre entre \nll’homme et la nature vacille, guidés par un instinct ancien et une loyauté sans faille.\nlCertains marins jurent avoir aperçu deux lueurs rouge et bleue dans les brumes \nldu Cap Mirage, là où le vent et la mer s’unissent à l’horizon…\nlOn raconte qu’en ce lieu, les Dragons Éon glissent entre les nuages, éternels messagers d’espoir et de \nlpaix.","Rares sont ceux qui ont pu croiser leur regard, car leur apparition est à la fois présage et protection.\nlOn dit qu’ils ne se montrent que lorsque l’équilibre entre \nll’homme et la nature vacille, guidés par un instinct ancien et une loyauté sans faille.\nlCertains marins jurent avoir aperçu deux lueurs rouge et bleue dans les brumes \nldu Cap Mirage, là où le vent et la mer s’unissent à l’horizon…\nlOn raconte qu’en ce lieu, les Dragons Éon glissent entre les nuages, éternels messagers d’espoir et de \nlpaix."
"Les Maîtres Lunaires sont composés de \c[2]Cresselia\c[0] et \c[2]Darkrai\c[0], gardiens silencieux des rêves et des cauchemars.\nlIls veillent sur les nuits des \nlhumains et des Pokémon, chacun jouant un rôle complémentaire dans l’équilibre fragile entre repos et tourment.","Les Maîtres Lunaires sont composés de \c[2]Cresselia\c[0] et \c[2]Darkrai\c[0], gardiens silencieux des rêves et des cauchemars.\nlIls veillent sur les nuits des \nlhumains et des Pokémon, chacun jouant un rôle complémentaire dans l’équilibre fragile entre repos et tourment.","Les Maîtres Lunaires sont composés de \c[2]Cresselia\c[0] et \c[2]Darkrai\c[0], gardiens silencieux des rêves et des cauchemars.\nlIls veillent sur les nuits des \nlhumains et des Pokémon, chacun jouant un rôle complémentaire dans l’équilibre fragile entre repos et tourment.","Les Maîtres Lunaires sont composés de \c[2]Cresselia\c[0] et \c[2]Darkrai\c[0], gardiens silencieux des rêves et des cauchemars.\nlIls veillent sur les nuits des \nlhumains et des Pokémon, chacun jouant un rôle complémentaire dans l’équilibre fragile entre repos et tourment."
"\c[2]Cresselia\c[0], incarnation de la lumière lunaire, apporte sérénité et rêves apaisants.\nlSa silhouette gracieuse glisse au-dessus des champs endormis, et là où \nlelle passe, le sommeil devient doux et réparateur.\nl\c[2]Darkrai\c[0], maître des ombres nocturnes, inspire les cauchemars pour rappeler aux vivants la vigilance et la prudence.\nlSon passage est mystérieux et furtif, \nlet rares sont ceux qui peuvent l’apercevoir sans être enveloppés de frissons.","\c[2]Cresselia\c[0], incarnation de la lumière lunaire, apporte sérénité et rêves apaisants.\nlSa silhouette gracieuse glisse au-dessus des champs endormis, et là où \nlelle passe, le sommeil devient doux et réparateur.\nl\c[2]Darkrai\c[0], maître des ombres nocturnes, inspire les cauchemars pour rappeler aux vivants la vigilance et la prudence.\nlSon passage est mystérieux et furtif, \nlet rares sont ceux qui peuvent l’apercevoir sans être enveloppés de frissons.","\c[2]Cresselia\c[0], incarnation de la lumière lunaire, apporte sérénité et rêves apaisants.\nlSa silhouette gracieuse glisse au-dessus des champs endormis, et là où \nlelle passe, le sommeil devient doux et réparateur.\nl\c[2]Darkrai\c[0], maître des ombres nocturnes, inspire les cauchemars pour rappeler aux vivants la vigilance et la prudence.\nlSon passage est mystérieux et furtif, \nlet rares sont ceux qui peuvent l’apercevoir sans être enveloppés de frissons.","\c[2]Cresselia\c[0], incarnation de la lumière lunaire, apporte sérénité et rêves apaisants.\nlSa silhouette gracieuse glisse au-dessus des champs endormis, et là où \nlelle passe, le sommeil devient doux et réparateur.\nl\c[2]Darkrai\c[0], maître des ombres nocturnes, inspire les cauchemars pour rappeler aux vivants la vigilance et la prudence.\nlSon passage est mystérieux et furtif, \nlet rares sont ceux qui peuvent l’apercevoir sans être enveloppés de frissons."
"Ensemble, ils maintiennent l’équilibre du sommeil et de l’éveil, garantissant que la nuit reste un refuge autant qu’un avertissement.\nlOn raconte qu’ils apparaissent aux \nlvoyageurs solitaires près du Lac des Rêves, là où la lune se reflète parfaitement dans l’eau noire, guidant les âmes égarées et préservant la tranquillité du monde \nlendormi.\nlCeux qui ont eu la chance de les contempler racontent que la lumière argentée de \c[2]Cresselia\c[0] et l’ombre mouvante de \c[2]Darkrai\c[0] dansent \nlcomme les vagues d’un rêve éternel, promettant la paix ou avertissant d’un danger imminent.","Ensemble, ils maintiennent l’équilibre du sommeil et de l’éveil, garantissant que la nuit reste un refuge autant qu’un avertissement.\nlOn raconte qu’ils apparaissent aux \nlvoyageurs solitaires près du Lac des Rêves, là où la lune se reflète parfaitement dans l’eau noire, guidant les âmes égarées et préservant la tranquillité du monde \nlendormi.\nlCeux qui ont eu la chance de les contempler racontent que la lumière argentée de \c[2]Cresselia\c[0] et l’ombre mouvante de \c[2]Darkrai\c[0] dansent \nlcomme les vagues d’un rêve éternel, promettant la paix ou avertissant d’un danger imminent.","Ensemble, ils maintiennent l’équilibre du sommeil et de l’éveil, garantissant que la nuit reste un refuge autant qu’un avertissement.\nlOn raconte qu’ils apparaissent aux \nlvoyageurs solitaires près du Lac des Rêves, là où la lune se reflète parfaitement dans l’eau noire, guidant les âmes égarées et préservant la tranquillité du monde \nlendormi.\nlCeux qui ont eu la chance de les contempler racontent que la lumière argentée de \c[2]Cresselia\c[0] et l’ombre mouvante de \c[2]Darkrai\c[0] dansent \nlcomme les vagues d’un rêve éternel, promettant la paix ou avertissant d’un danger imminent.","Ensemble, ils maintiennent l’équilibre du sommeil et de l’éveil, garantissant que la nuit reste un refuge autant qu’un avertissement.\nlOn raconte qu’ils apparaissent aux \nlvoyageurs solitaires près du Lac des Rêves, là où la lune se reflète parfaitement dans l’eau noire, guidant les âmes égarées et préservant la tranquillité du monde \nlendormi.\nlCeux qui ont eu la chance de les contempler racontent que la lumière argentée de \c[2]Cresselia\c[0] et l’ombre mouvante de \c[2]Darkrai\c[0] dansent \nlcomme les vagues d’un rêve éternel, promettant la paix ou avertissant d’un danger imminent."
"""Les Ancestraux sont composés de \c[2]Groudon\c[0], \c[2]Kyogre\c[0] et \c[2]Rayquaza\c[0]. \nlCes trois titans primordiaux incarnent l’équilibre entre la terre, les mers et le ciel.","""Les Ancestraux sont composés de \c[2]Groudon\c[0], \c[2]Kyogre\c[0] et \c[2]Rayquaza\c[0]. \nlCes trois titans primordiaux incarnent l’équilibre entre la terre, les mers et le ciel.","""Les Ancestraux sont composés de \c[2]Groudon\c[0], \c[2]Kyogre\c[0] et \c[2]Rayquaza\c[0]. \nlCes trois titans primordiaux incarnent l’équilibre entre la terre, les mers et le ciel.","""Les Ancestraux sont composés de \c[2]Groudon\c[0], \c[2]Kyogre\c[0] et \c[2]Rayquaza\c[0]. \nlCes trois titans primordiaux incarnent l’équilibre entre la terre, les mers et le ciel."
"\c[2]Groudon\c[0], maître des continents, fit surgir les terres depuis les entrailles du monde. On dit qu’il repose aujourd’hui dans une caverne où la chaleur est si \nlintense que la pierre fond sous les pas.","\c[2]Groudon\c[0], maître des continents, fit surgir les terres depuis les entrailles du monde. On dit qu’il repose aujourd’hui dans une caverne où la chaleur est si \nlintense que la pierre fond sous les pas.","\c[2]Groudon\c[0], maître des continents, fit surgir les terres depuis les entrailles du monde. On dit qu’il repose aujourd’hui dans une caverne où la chaleur est si \nlintense que la pierre fond sous les pas.","\c[2]Groudon\c[0], maître des continents, fit surgir les terres depuis les entrailles du monde. On dit qu’il repose aujourd’hui dans une caverne où la chaleur est si \nlintense que la pierre fond sous les pas."
"\c[2]Kyogre\c[0], souverain des océans, fit monter les flots et fit tomber les pluies nourricières. Des marins racontent avoir aperçu son ombre dans les abysses \nld’une fosse où la lumière ne pénètre jamais[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlmais seuls ceux portant un messager des mers, l'enfant du prince des mers, peuvent espérer pénétrer dans son antre.","\c[2]Kyogre\c[0], souverain des océans, fit monter les flots et fit tomber les pluies nourricières. Des marins racontent avoir aperçu son ombre dans les abysses \nld’une fosse où la lumière ne pénètre jamais[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlmais seuls ceux portant un messager des mers, l'enfant du prince des mers, peuvent espérer pénétrer dans son antre.","\c[2]Kyogre\c[0], souverain des océans, fit monter les flots et fit tomber les pluies nourricières. Des marins racontent avoir aperçu son ombre dans les abysses \nld’une fosse où la lumière ne pénètre jamais[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlmais seuls ceux portant un messager des mers, l'enfant du prince des mers, peuvent espérer pénétrer dans son antre.","\c[2]Kyogre\c[0], souverain des océans, fit monter les flots et fit tomber les pluies nourricières. Des marins racontent avoir aperçu son ombre dans les abysses \nld’une fosse où la lumière ne pénètre jamais[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlmais seuls ceux portant un messager des mers, l'enfant du prince des mers, peuvent espérer pénétrer dans son antre."
"Leur affrontement plongea jadis le monde dans le chaos, asséchant ou noyant les terres sans fin. \nlC’est alors que \c[2]Rayquaza\c[0], gardien du ciel, descendit des cieux pour apaiser les deux colosses. \nlOn raconte qu’il veille encore, caché au sommet d’une tour si haute qu’elle transperce les nuages, mais que seuls ceux ayant réuni les deux objets ancestraux\nlà l'origine du chaos pourront le rencontrer et voir son véritable pouvoir.""","Leur affrontement plongea jadis le monde dans le chaos, asséchant ou noyant les terres sans fin. \nlC’est alors que \c[2]Rayquaza\c[0], gardien du ciel, descendit des cieux pour apaiser les deux colosses. \nlOn raconte qu’il veille encore, caché au sommet d’une tour si haute qu’elle transperce les nuages, mais que seuls ceux ayant réuni les deux objets ancestraux\nlà l'origine du chaos pourront le rencontrer et voir son véritable pouvoir.""","Leur affrontement plongea jadis le monde dans le chaos, asséchant ou noyant les terres sans fin. \nlC’est alors que \c[2]Rayquaza\c[0], gardien du ciel, descendit des cieux pour apaiser les deux colosses. \nlOn raconte qu’il veille encore, caché au sommet d’une tour si haute qu’elle transperce les nuages, mais que seuls ceux ayant réuni les deux objets ancestraux\nlà l'origine du chaos pourront le rencontrer et voir son véritable pouvoir.""","Leur affrontement plongea jadis le monde dans le chaos, asséchant ou noyant les terres sans fin. \nlC’est alors que \c[2]Rayquaza\c[0], gardien du ciel, descendit des cieux pour apaiser les deux colosses. \nlOn raconte qu’il veille encore, caché au sommet d’une tour si haute qu’elle transperce les nuages, mais que seuls ceux ayant réuni les deux objets ancestraux\nlà l'origine du chaos pourront le rencontrer et voir son véritable pouvoir."""
J'en ai marre de la théorie[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] je veux me battre moi !,J'en ai marre de la théorie[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] je veux me battre moi !,J'en ai marre de la théorie[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] je veux me battre moi !,J'en ai marre de la théorie[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] je veux me battre moi !
"J'ai appris à l'école que les \c[2]Pokemon\c[0] peuvent utiliser autant de fois leurs attaques qu'ils ont de PP, donc mieux vaut retourner au Pokesoin quand ils n’en ont \nlplus.","J'ai appris à l'école que les \c[2]Pokemon\c[0] peuvent utiliser autant de fois leurs attaques qu'ils ont de PP, donc mieux vaut retourner au Pokesoin quand ils n’en ont \nlplus.","J'ai appris à l'école que les \c[2]Pokemon\c[0] peuvent utiliser autant de fois leurs attaques qu'ils ont de PP, donc mieux vaut retourner au Pokesoin quand ils n’en ont \nlplus.","J'ai appris à l'école que les \c[2]Pokemon\c[0] peuvent utiliser autant de fois leurs attaques qu'ils ont de PP, donc mieux vaut retourner au Pokesoin quand ils n’en ont \nlplus."
:[align=center]:\s[i]Voulez-vous lire un de ces livres portant sur les \c[2]Pokemon légendaires\c[0] ?\s[r],:[align=center]:\s[i]Voulez-vous lire un de ces livres portant sur les \c[2]Pokemon légendaires\c[0] ?\s[r],:[align=center]:\s[i]Voulez-vous lire un de ces livres portant sur les \c[2]Pokemon légendaires\c[0] ?\s[r],:[align=center]:\s[i]Voulez-vous lire un de ces livres portant sur les \c[2]Pokemon légendaires\c[0] ?\s[r]
Les oiseaux légendaires !,Les oiseaux légendaires !,Les oiseaux légendaires !,Les oiseaux légendaires !
Les fauves légendaires !,Les fauves légendaires !,Les fauves légendaires !,Les fauves légendaires !
Les colosse légendaires !,Les colosse légendaires !,Les colosse légendaires !,Les colosse légendaires !
Non.,Non.,Non.,Non.
"""Les oiseaux légendaires sont composés d' \c[2]Artikodin\c[0], \c[2]Electhor\c[0] et \c[2]Sulfura\c[0]. \nlIls sont sous la dépendance de \c[2]Lugia\c[0], le \c[2]Pokemon\c[0] Lunaire. \nlCes trois oiseaux, guidés par la Lune, mirent en mouvement les océans et créèrent un gigantesque courant marin. \nlLes températures de la terre changèrent, et le climat se mit en marche. ","""Les oiseaux légendaires sont composés d' \c[2]Artikodin\c[0], \c[2]Electhor\c[0] et \c[2]Sulfura\c[0]. \nlIls sont sous la dépendance de \c[2]Lugia\c[0], le \c[2]Pokemon\c[0] Lunaire. \nlCes trois oiseaux, guidés par la Lune, mirent en mouvement les océans et créèrent un gigantesque courant marin. \nlLes températures de la terre changèrent, et le climat se mit en marche. ","""Les oiseaux légendaires sont composés d' \c[2]Artikodin\c[0], \c[2]Electhor\c[0] et \c[2]Sulfura\c[0]. \nlIls sont sous la dépendance de \c[2]Lugia\c[0], le \c[2]Pokemon\c[0] Lunaire. \nlCes trois oiseaux, guidés par la Lune, mirent en mouvement les océans et créèrent un gigantesque courant marin. \nlLes températures de la terre changèrent, et le climat se mit en marche. ","""Les oiseaux légendaires sont composés d' \c[2]Artikodin\c[0], \c[2]Electhor\c[0] et \c[2]Sulfura\c[0]. \nlIls sont sous la dépendance de \c[2]Lugia\c[0], le \c[2]Pokemon\c[0] Lunaire. \nlCes trois oiseaux, guidés par la Lune, mirent en mouvement les océans et créèrent un gigantesque courant marin. \nlLes températures de la terre changèrent, et le climat se mit en marche. "
"Ils permettent à eux trois de garder le bon équilibre du climat.\nlOn raconte que l'oiseau légendaire de glace, \c[2]Artikodin\c[0], se trouve au centre de l'île écume. \nlL' oiseau légendaire de la foudre, \c[2]Electhor\c[0], vivrait proche de la centrale électrique de Bombance et l'oiseau légendaire de feu, \c[2]Sulfura\c[0], serait au \nlsommet du mont braise.""","Ils permettent à eux trois de garder le bon équilibre du climat.\nlOn raconte que l'oiseau légendaire de glace, \c[2]Artikodin\c[0], se trouve au centre de l'île écume. \nlL' oiseau légendaire de la foudre, \c[2]Electhor\c[0], vivrait proche de la centrale électrique de Bombance et l'oiseau légendaire de feu, \c[2]Sulfura\c[0], serait au \nlsommet du mont braise.""","Ils permettent à eux trois de garder le bon équilibre du climat.\nlOn raconte que l'oiseau légendaire de glace, \c[2]Artikodin\c[0], se trouve au centre de l'île écume. \nlL' oiseau légendaire de la foudre, \c[2]Electhor\c[0], vivrait proche de la centrale électrique de Bombance et l'oiseau légendaire de feu, \c[2]Sulfura\c[0], serait au \nlsommet du mont braise.""","Ils permettent à eux trois de garder le bon équilibre du climat.\nlOn raconte que l'oiseau légendaire de glace, \c[2]Artikodin\c[0], se trouve au centre de l'île écume. \nlL' oiseau légendaire de la foudre, \c[2]Electhor\c[0], vivrait proche de la centrale électrique de Bombance et l'oiseau légendaire de feu, \c[2]Sulfura\c[0], serait au \nlsommet du mont braise."""
:[align=center]:\s[i]Voulez-vous partir à la recherche des Oiseaux Légendaires ?\s[r],:[align=center]:\s[i]Voulez-vous partir à la recherche des Oiseaux Légendaires ?\s[r],:[align=center]:\s[i]Voulez-vous partir à la recherche des Oiseaux Légendaires ?\s[r],:[align=center]:\s[i]Voulez-vous partir à la recherche des Oiseaux Légendaires ?\s[r]
Oui !,Oui !,Oui !,Oui !
Non.,Non.,Non.,Non.
QUETE NON IMPLANTE ! ! !,QUETE NON IMPLANTE ! ! !,QUETE NON IMPLANTE ! ! !,QUETE NON IMPLANTE ! ! !
"""Les fauves légendaires sont composés de \c[2]Raikou\c[0], \c[2]Suicune\c[0] et \c[2]Entei\c[0]. \nlIls sont sous la dépendance de \c[2]Hoho\c[0], le \c[2]Pokemon Solaire\c[0]. \nlCes trois fauves, guidés par la lumière, sont des messagers. \nlIl y a fort longtemps, une forte tempête fit rage, foudroyant et incendiant une ville toute entière. ","""Les fauves légendaires sont composés de \c[2]Raikou\c[0], \c[2]Suicune\c[0] et \c[2]Entei\c[0]. \nlIls sont sous la dépendance de \c[2]Hoho\c[0], le \c[2]Pokemon Solaire\c[0]. \nlCes trois fauves, guidés par la lumière, sont des messagers. \nlIl y a fort longtemps, une forte tempête fit rage, foudroyant et incendiant une ville toute entière. ","""Les fauves légendaires sont composés de \c[2]Raikou\c[0], \c[2]Suicune\c[0] et \c[2]Entei\c[0]. \nlIls sont sous la dépendance de \c[2]Hoho\c[0], le \c[2]Pokemon Solaire\c[0]. \nlCes trois fauves, guidés par la lumière, sont des messagers. \nlIl y a fort longtemps, une forte tempête fit rage, foudroyant et incendiant une ville toute entière. ","""Les fauves légendaires sont composés de \c[2]Raikou\c[0], \c[2]Suicune\c[0] et \c[2]Entei\c[0]. \nlIls sont sous la dépendance de \c[2]Hoho\c[0], le \c[2]Pokemon Solaire\c[0]. \nlCes trois fauves, guidés par la lumière, sont des messagers. \nlIl y a fort longtemps, une forte tempête fit rage, foudroyant et incendiant une ville toute entière. "
"Tout le monde s'en échappa sauf trois malheureux \c[2]Pokemon\c[0]. \nl\c[2]Hoho\c[0] les fit renaître en leur accordant une partie de son pouvoir. \nlMaintenant ils errent en rendant hommage à \c[2]Hoho\c[0]. \nlOn raconte que les trois fauves parcourent la région de Bombance.""","Tout le monde s'en échappa sauf trois malheureux \c[2]Pokemon\c[0]. \nl\c[2]Hoho\c[0] les fit renaître en leur accordant une partie de son pouvoir. \nlMaintenant ils errent en rendant hommage à \c[2]Hoho\c[0]. \nlOn raconte que les trois fauves parcourent la région de Bombance.""","Tout le monde s'en échappa sauf trois malheureux \c[2]Pokemon\c[0]. \nl\c[2]Hoho\c[0] les fit renaître en leur accordant une partie de son pouvoir. \nlMaintenant ils errent en rendant hommage à \c[2]Hoho\c[0]. \nlOn raconte que les trois fauves parcourent la région de Bombance.""","Tout le monde s'en échappa sauf trois malheureux \c[2]Pokemon\c[0]. \nl\c[2]Hoho\c[0] les fit renaître en leur accordant une partie de son pouvoir. \nlMaintenant ils errent en rendant hommage à \c[2]Hoho\c[0]. \nlOn raconte que les trois fauves parcourent la région de Bombance."""
:[align=center]:\s[i]Voulez-vous partir à la recherche des Fauves Légendaires ?\s[r],:[align=center]:\s[i]Voulez-vous partir à la recherche des Fauves Légendaires ?\s[r],:[align=center]:\s[i]Voulez-vous partir à la recherche des Fauves Légendaires ?\s[r],:[align=center]:\s[i]Voulez-vous partir à la recherche des Fauves Légendaires ?\s[r]
Oui !,Oui !,Oui !,Oui !
Non.,Non.,Non.,Non.
QUETE NON IMPLANTE ! ! !,QUETE NON IMPLANTE ! ! !,QUETE NON IMPLANTE ! ! !,QUETE NON IMPLANTE ! ! !
"""Les colosses légendaires sont composés de \c[2]Regirock\c[0], \c[2]Regice\c[0], et \c[2]Registeel\c[0]. \nlIls sont sous la dépendance de \c[2]Regigigas\c[0], le Roi des Titans. \nlCes trois golems, par le biais de \c[2]Regigigas\c[0] ont mis en forme les continents.\nlIls sont les auteurs de la dérive des continents. ","""Les colosses légendaires sont composés de \c[2]Regirock\c[0], \c[2]Regice\c[0], et \c[2]Registeel\c[0]. \nlIls sont sous la dépendance de \c[2]Regigigas\c[0], le Roi des Titans. \nlCes trois golems, par le biais de \c[2]Regigigas\c[0] ont mis en forme les continents.\nlIls sont les auteurs de la dérive des continents. ","""Les colosses légendaires sont composés de \c[2]Regirock\c[0], \c[2]Regice\c[0], et \c[2]Registeel\c[0]. \nlIls sont sous la dépendance de \c[2]Regigigas\c[0], le Roi des Titans. \nlCes trois golems, par le biais de \c[2]Regigigas\c[0] ont mis en forme les continents.\nlIls sont les auteurs de la dérive des continents. ","""Les colosses légendaires sont composés de \c[2]Regirock\c[0], \c[2]Regice\c[0], et \c[2]Registeel\c[0]. \nlIls sont sous la dépendance de \c[2]Regigigas\c[0], le Roi des Titans. \nlCes trois golems, par le biais de \c[2]Regigigas\c[0] ont mis en forme les continents.\nlIls sont les auteurs de la dérive des continents. "
"On raconte que le Titan de glace, \c[2]Regice\c[0], trouverait logis aux ruines Iceberg. \nlLe Titan d’acier, \c[2]Registeel\c[0], vivrait dans les ruines de Fer et le Titan de pierre, \c[2]Regirock\c[0], résidrait dans les ruines Pic Roche.""","On raconte que le Titan de glace, \c[2]Regice\c[0], trouverait logis aux ruines Iceberg. \nlLe Titan d’acier, \c[2]Registeel\c[0], vivrait dans les ruines de Fer et le Titan de pierre, \c[2]Regirock\c[0], résidrait dans les ruines Pic Roche.""","On raconte que le Titan de glace, \c[2]Regice\c[0], trouverait logis aux ruines Iceberg. \nlLe Titan d’acier, \c[2]Registeel\c[0], vivrait dans les ruines de Fer et le Titan de pierre, \c[2]Regirock\c[0], résidrait dans les ruines Pic Roche.""","On raconte que le Titan de glace, \c[2]Regice\c[0], trouverait logis aux ruines Iceberg. \nlLe Titan d’acier, \c[2]Registeel\c[0], vivrait dans les ruines de Fer et le Titan de pierre, \c[2]Regirock\c[0], résidrait dans les ruines Pic Roche."""
:[align=center]:\s[i]Voulez-vous partir à la recherche des Colosses Légendaires ?\s[r],:[align=center]:\s[i]Voulez-vous partir à la recherche des Colosses Légendaires ?\s[r],:[align=center]:\s[i]Voulez-vous partir à la recherche des Colosses Légendaires ?\s[r],:[align=center]:\s[i]Voulez-vous partir à la recherche des Colosses Légendaires ?\s[r]
Oui !,Oui !,Oui !,Oui !
Non.,Non.,Non.,Non.
QUETE NON IMPLANTE ! ! !,QUETE NON IMPLANTE ! ! !,QUETE NON IMPLANTE ! ! !,QUETE NON IMPLANTE ! ! !
:[align=center]:\s[i]Il y a écrit des mots par-ci par-là[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Il y a écrit des mots par-ci par-là[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Il y a écrit des mots par-ci par-là[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Il y a écrit des mots par-ci par-là[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r]
:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r],:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r],:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r],:[align=center]:\s[i]Voulez vous regarder la télé ?\s[r]
Oui,Oui,Oui,Oui
Non,Non,Non,Non
"""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à ce soir 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à ce soir 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à ce soir 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV.","""Et voici comment prend fin notre émission sur les mystères non résolus à propos des \c[2]Pokemon\c[0]. \nlJe vous dis à ce soir 20h pour la suite de notre émission ! \nlN'oubliez pas, ce sera une émission exclusive, venez nombreux. \nlC'était Coupinette Poketoonz en direct sur PokeTV."
